From	To
Q9Y2H6	22862
P43246	4436
Q8NB49	286410
Q96Q45	65062
Q5JZB7	474343
Q9UKN5	11108
Q99627	10920
Q9BSC4	79954
O95343	6496
O14529	23316
P56385	521
I3L3I9	218
O95866	80739
Q9BZM1	81579
Q13822	5168
Q9UPV7	23349
O95813	9350
P05023	476
Q8NGC6	390436
Q96B67	57561
A0A0D9SG04	22837
Q9Y2K3	22989
P56945	9564
Q6YBV0	120103
P53609	5229
Q96QK8	201895
Q495N2	285641
Q2M3M2	200010
P78385	3889
Q9NPY3	22918
P48751	6508
O75122	23122
Q9NZQ3	51517
P60413	386685
Q96G28	112942
Q9UNK9	23357
P26022	5806
Q6NV75	387509
Q92797	8189
Q99766	27109
B7Z3R9	92370
Q5BJF6	4957
Q15773	8079
Q96BF6	138151
B1ALF6	6595
Q96P65	84109
O95755	9609
Q5SXM2	6621
Q08AH1	116285
Q96AX9	142678
Q6RSH7	391104
P60673	345456
P55087	361
D6RA00	58478
Q4G1C9	144321
K7ELC2	6209
P12757	6498
Q6P050	283807
O75096	4038
Q2TAZ0	23130
Q8NFP9	26960
Q9H3Z7	140701
Q9UN73	56142
Q5JS13	9649
A0A0A0MS80	283232
Q86VR7	147645
Q9NX46	54936
Q96CG3	92610
P10072	284459
Q9P215	57645
Q9H497	64222
J3KTH2	6875
Q8NHY6	140612
P04279	6406
Q96JQ5	51338
Q5TGS1	390992
Q9Y2F5	23379
Q9UJP4	9903
Q8TE96	165545
Q8WUW1	55845
P21918	1816
P27701	3732
Q9P2K8	440275
Q9Y5E1	56127
Q9BU20	79363
O43422	5612
Q8NH50	219453
Q6UWY0	153642
A6NFZ4	118670
B7Z4J8	23567
E9PIG5	29984
Q86SQ9	79947
Q96J94	9271
Q53H12	55750
Q8WWF6	414061
Q9H0I2	84080
Q96MF6	93058
Q9NXR1	54820
Q9BS18	25847
Q6UWB4	203074
P04080	1476
Q96SZ6	51654
Q5H913	392509
Q9H6A0	79961
Q9BWQ8	23017
P78412	79190
Q9HCJ1	56172
Q96MG2	126306
P02810	5554
P02810	5555
Q6ZWL3	285440
Q9NRB3	55501
A0PJW8	92196
Q96BS2	54997
Q9NRP7	27148
P08493	4256
Q9H221	64241
Q9NZP0	254786
Q86X19	200728
Q9NQV6	56980
Q9NQI0	54514
Q13905	2889
Q9Y3D0	51647
Q9P2V4	26103
Q16514	6883
Q9BUM1	92579
Q9UEE9	10428
Q969Q6	55012
Q53TN4	79901
O95340	9060
Q9Y6K5	4940
Q2I0M5	343637
Q9Y2B2	9487
Q9NPA1	27094
Q9UJW0	51164
Q9UHI5	23428
Q9NY99	54221
P15121	231
Q71DI3	126961
Q71DI3	333932
Q71DI3	653604
Q9H668	79991
Q6PD62	9646
Q13069	2576
Q13069	2577
Q7Z353	139324
Q9P0W0	56832
P35523	1180
Q9NX08	54951
P78426	4825
Q5U4P2	253982
Q4G0S4	339761
Q8N9M5	284114
A0A087WYL5	26470
Q9UIF3	27285
Q13162	10549
P24844	10398
Q9BSK1	84765
Q96LB8	57115
Q8TD23	171392
P48595	5273
Q32M88	80162
Q6P2C8	9442
P58317	7675
Q9BVX2	79022
O00273	1676
M0R230	147687
Q9H1M3	140881
O76014	8688
Q86XQ3	347732
P61964	11091
Q96MM3	132625
P54845	4901
Q9H0X9	114879
Q8N4F0	80341
Q5TC63	79774
P32754	3242
Q68EM7	55114
A3KN83	55206
Q96BT7	91801
Q6NS38	121642
Q8NHY2	64326
Q7Z7J7	375323
P0CI25	57093
P32927	1439
Q99619	84727
Q8WUM0	55746
A1L0T0	10994
Q5JRA6	375056
O60393	135935
Q8IYK8	161253
Q15427	10262
Q9H0M4	55063
D6RB92	389362
Q9H1Z8	84417
Q9UBU6	51439
P59044	171389
Q9NPA2	64386
O75110	10079
Q96T37	64783
Q7RTS7	121391
P16260	8034
Q8NDV3	27127
P17026	7570
Q9NYC9	1770
O43374	10156
Q9BQ24	79038
Q8N1P7	55057
Q6IQ19	126731
P29972	358
Q92833	3720
Q96LL4	157773
F5GWL3	123876
P24588	9495
A0A0U1RRK5	100129969
Q3KNS1	374308
Q8NDV1	256435
Q9Y3P8	27240
Q9NWV4	54987
Q9BQB6	79001
Q9Y573	3652
Q6N022	26011
Q14254	2319
Q6ZN19	284371
Q9BRG2	10045
O95777	51691
B4E1H0	8464
Q8N228	256380
Q8NGD3	79317
Q96DW6	54977
Q01118	6332
P43632	3809
Q16825	11099
Q9BZ81	347541
P09067	3215
Q8IWV8	23304
Q8NGH9	390081
Q86UD0	89958
P23946	1215
Q9NSI8	64092
Q92614	399687
Q9NX07	54952
Q9H343	390063
P43360	4105
Q9BPZ3	51247
Q9BVN2	23623
O43240	5655
Q9BYW2	29072
Q8IU57	163702
P50553	429
Q6IF82	403253
O75582	9252
Q5BKY1	376132
O95045	151531
Q8WUX9	91782
Q15391	9934
Q86WB7	54346
Q9BR81	5098
A0A087WYI6	100133941
Q8IUC2	337879
Q8N6L1	200185
P56537	3692
Q6UWY2	400668
K7EMN5	284254
Q02747	2980
Q01546	51350
Q15884	9413
C9JI98	388564
Q9P0K7	26064
Q8TDN6	55299
O95214	23484
Q8TEL6	26133
O76039	6792
Q8N960	153241
Q8IZY2	10347
Q5TA45	54973
O60359	10368
A0A0B4J2E9	2206
Q86YC3	375387
P09912	2537
Q9Y2T7	51087
Q7L8L6	60493
Q86V24	79602
C9JVW0	255783
Q9H790	64789
C9JFX4	59307
P49411	7284
Q9P2M7	57530
P55291	1013
Q8TAB5	127703
J3KRY7	29100
Q8NHP8	196463
Q15012	9741
P12838	1669
Q8NET8	162514
Q2M2I3	54854
Q9NRR5	56893
Q5T440	200205
Q8IVA1	126006
P04424	435
P07998	6035
Q96A19	92922
Q7Z2W9	219927
Q96PD7	84649
Q8IX94	100128553
Q8IX94	100142659
Q86UQ0	51385
A0A0B4J1T8	285220
Q9NRP2	56942
Q9UKC9	25827
Q7Z4W3	337970
Q5JRS4	441911
O76015	8687
Q96BK5	54984
P48544	3762
Q9UGJ0	51422
Q96HP8	55365
Q8TD10	145282
O75602	9576
Q9BZR6	65078
P02792	2512
Q6PJE2	22932
Q13219	5069
Q6Y288	145173
Q8WWA0	55600
Q8N414	79605
B3KWA8	111
Q17RP2	81789
Q96D98	126272
A6NFI1	7355
Q8NE71	23
Q7Z7C7	346673
A2RUS2	22898
Q8WYK1	129684
Q6UWV6	339221
P20809	3589
Q02325	5342
Q02325	5343
Q99727	7079
Q9BPW5	65997
Q1PHJ8	169792
Q9Y291	51650
P41238	339
O14976	2580
Q9BRX9	84292
Q9HBE5	50615
Q969P6	116447
H9NIL4	2844
Q02742	2650
P53420	1286
Q9P0M4	27189
Q8WTQ4	123970
Q96EG1	22901
Q86YJ5	92979
Q5TEA6	80343
Q6ZWK6	389208
Q9UJT2	60385
Q6ZQW0	169355
A0A0A0MTJ9	57552
Q13956	5149
Q96NG3	83538
Q38SD2	79705
Q6NUN0	54988
Q9H0A0	55226
Q9BRU2	56849
O15442	758
O00178	9567
Q9Y2T3	9615
Q17RR3	119548
Q14CN4	140807
P78549	4913
Q9NRR6	56623
Q8WUD6	56994
O43678	4695
P19235	2057
Q8NG84	391191
Q86W50	79066
Q9BVV2	79025
Q8IWY9	146059
Q8NHU0	441519
Q9HCH0	57701
Q68DY1	199777
Q8TF27	119385
P56192	4141
P62079	10098
J9JID4	81033
Q5TF93	23493
Q9BUF7	92359
O15120	10555
Q92508	9780
Q8NFH3	348995
P15622	58500
A0A0B4J2A9	126259
P62857	6234
Q9BUK0	79145
A0A087WYH6	125931
O75081	863
Q8N4K4	388394
Q5FWE3	285368
Q9NYA4	9110
Q9HCK1	57683
Q30154	3127
Q6PII3	51244
Q9NY33	10072
E9PBN4	57623
O60519	1389
Q63HK3	342357
Q9H3T2	10500
A0A0A0MT33	22828
P82909	92259
Q15404	6251
P16619	414062
P16619	6349
Q96I76	63906
Q9BUI4	10623
E5RIK9	51001
P01185	551
P59991	353323
O43291	10653
O94874	23376
Q9NP60	26280
E9PLB0	83759
O75969	10566
O95452	10804
Q92545	23505
O43524	2309
Q9BT22	56052
Q96AT9	6120
Q9UKT9	22806
Q6VB84	286380
Q684P5	23108
Q5VZV1	196541
Q0P6D6	80071
Q5T2T1	143098
A0A0J9YXD8	259291
Q9H2C8	283111
O75072	2218
Q8WY41	340719
A0A024R644	1203
O00358	2304
Q9UH73	1879
Q9HCJ2	57689
B4DXD0	55815
O95816	9532
Q96RL7	23230
Q9UMD9	1308
Q8HWS3	222546
Q8IUC3	337878
Q8N9I9	196403
Q8TAI1	494514
Q8ND76	219771
P61513	6168
P35326	6700
Q9BZP6	27159
Q8TCT7	56928
Q96CB8	57117
Q96NX9	117154
Q86T29	100289635
P50613	1022
Q629K1	286144
D6RCM2	51023
Q96LB1	117194
Q8NGT2	392309
B0QYS6	7942
C9J1X3	10188
Q6JVE9	138307
P62158	801
P62158	805
P62158	808
Q68DK7	339287
A1A5C7	63027
Q5TD94	345895
Q9Y312	25980
Q9P2E8	57574
Q9H7H0	64745
Q6PHW0	389434
Q8NH05	441669
Q8NGI7	390201
Q9UJ68	4482
B7Z4W5	883
G3V160	10256
Q92615	23185
Q8IYX4	373863
P60981	11034
Q9UHQ4	55973
Q9H061	84233
Q9H6K4	80207
Q8NGS6	138803
A2RTX5	123283
Q8NFJ9	582
Q08379	2801
Q8TC26	81615
F5H6I3	4745
G8JLD3	23085
Q9Y3B7	65003
Q96BY2	64112
B0YIZ1	51182
Q5JVL4	114327
C9JQI7	642987
Q9BPW4	80832
Q92990	11146
Q9UL58	7762
Q9Y4I5	9633
Q6TDP4	339451
Q9UJN7	346157
Q9GZQ4	56923
Q96R30	285659
Q8NHS1	125875
K7EME3	79088
O15355	5496
P02042	3045
P23469	5791
Q9H322	51480
Q6ZQX7	400566
Q9NWK9	54680
Q8IW92	89944
Q6XYQ8	341359
Q9NZJ7	23787
Q9H816	64858
P43629	3811
Q15003	23397
Q96D05	219738
Q96LR9	81575
Q9NR83	56731
Q9Y253	5429
O15269	10558
Q9UHY8	9637
O60315	9839
A0A087WU83	81853
Q9NZU7	9478
B4DY77	55821
A1L2Z2	79784
Q96M29	146279
Q13790	319
Q9Y6X2	10401
O95670	534
Q9BQ66	83755
Q9H4Z2	63925
P20339	5868
Q7Z3C6	79065
Q86U28	122961
Q99638	5883
Q8NGJ2	390067
Q9H6S3	64787
Q6ZPD8	347516
A0A0D9SEI0	51250
Q15392	1718
Q8TE68	54869
F8W9H2	117155
Q6ZV50	731220
Q5VU69	388701
Q92665	10240
P19388	5434
Q5VT98	645425
A0A0A0MQV3	84063
P47755	830
Q9BV29	90416
O95218	9406
P42857	27065
P59665	1667
P59665	728358
P56851	64184
Q96B54	126299
K7EJ46	440335
Q494X3	342908
Q5K651	54809
A0A087WZY5	1288
Q92905	10987
A0A087WYP9	84062
Q5BKY9	257415
P0CAP1	100820829
P0CAP1	145781
P0CAP1	81488
Q92562	9896
Q9UFW8	8545
Q8NGG6	219858
P51157	9364
Q495B1	348094
Q9P2J8	57547
Q9NV79	55251
Q9NS82	56301
Q96EK6	64841
Q6UXG8	153579
Q9H6R4	65083
Q5T3F8	55362
Q96DN6	114785
Q8IWQ3	9024
Q8N5G2	55219
Q96F83	122616
Q9NP85	7827
Q8IUF8	84864
Q9HCD6	26115
P58005	143686
Q9BY14	83639
Q9UN74	56144
P49754	27072
Q9UQ05	23415
Q6ZTQ3	166824
Q2T9J0	219743
P14210	3082
Q9H0S4	51202
J3KTI2	84299
Q9BXI2	83884
O15263	100289462
O15263	1673
Q99742	4861
Q9P2X3	55364
Q9NWH9	79811
Q96DX7	54765
Q9Y4C5	9435
B7ZA25	5593
O43719	27336
Q8NBJ7	25870
Q8TF44	126567
Q8NC26	163071
A0A0C4DGQ5	826
Q92918	11184
Q3LI66	337967
Q5BIV9	503542
Q9UNI6	11266
Q9UJ71	50489
Q8N6M0	51633
Q969S6	94107
Q96PH1	79400
A0A0R4J2E0	57582
Q99467	4064
P40617	10124
Q10571	4330
O15417	84629
O75204	55654
Q99909	10214
Q9UBT6	51426
Q3LI64	337966
Q9H0W7	83591
O14717	1787
Q9UH90	51725
O95076	257
O60671	5810
Q86T96	285671
C9J2Y9	5431
Q8IW40	388389
Q00888	5672
P33908	4121
P40933	3600
Q96LD1	137868
Q96P20	114548
Q8NBN3	25963
E5KLJ5	4976
Q8N6N2	148014
E9PEH6	8910
Q9UL59	7761
P20142	5225
Q5T753	353135
Q9H7Y0	79742
Q8N2M4	144110
A6NM28	139735
Q6EMB2	23093
Q15935	58492
E9PRX9	84623
O00230	1325
C9JFV4	27043
Q3ZCT1	339324
O94776	9219
M5A8F1	90625
P60900	5687
P01298	5539
O94864	9913
Q6ZS62	399948
Q96JJ6	84502
Q96NZ8	117166
P19021	5066
P59666	1668
O43310	9811
P49279	6556
Q8NER5	130399
Q14005	3603
Q9BWQ6	78992
P35916	2324
O60412	26658
Q8WUT4	164312
O95573	2181
B4DV37	116071
Q99884	6534
Q96A46	81894
Q9Y3P9	23637
Q9HBB8	53841
Q5T8I9	113802
Q5JXB2	389898
Q8TE77	54961
Q8N239	257240
O75367	9555
O75928	9063
P60371	386674
P41223	8896
Q8NB16	197259
Q9H6J7	79096
P41229	8242
Q6ZSJ9	388336
Q9BXP2	56996
P08913	150
Q12794	3373
Q7Z3V5	51276
Q02509	729330
Q5U5R9	143279
I3L2J8	22994
Q96RP7	79690
Q8IYL9	8477
P03891	4536
Q7Z794	374454
O60287	9875
Q9NX62	54928
O95169	4714
O75783	9028
Q2TAL8	54870
Q00839	3192
Q9H4E7	50619
Q9NVR2	55174
Q12947	2295
B4E059	25961
Q9BY78	79102
A2A3F4	80036
A0A087WWV9	27019
Q9NPC1	56413
Q9UNN5	11124
Q6QNK2	283383
O14960	3950
Q9NQ66	23236
Q8IVH8	8491
P41586	117
P55771	5083
Q96NJ5	114792
Q5VV50	51058
Q99489	8528
Q8NH51	219473
Q3LI77	284827
Q9NS15	4054
Q9BQ70	22980
A0A0C4DFL7	1595
O15504	11097
Q8N442	60558
O95967	30008
Q5SQN1	116841
Q14D04	79674
G5E9G7	9379
Q9Y3Q8	81628
A0A0C4DFT8	23338
Q96CS2	115106
P62875	5441
Q8IZU8	92126
Q587J7	91646
Q52MB2	387856
A0A0C4DFM7	23318
P0DI80	100130933
Q9UQ26	9699
Q96ST8	84902
Q8TE23	80834
Q8N9F8	285676
Q6MZZ7	92291
Q6L8G4	440051
Q6UWE0	90678
Q9NQR4	56954
E9PLM8	55531
Q8WXR4	140469
A0A087WZK6	388650
Q9H0W8	56006
Q6MZM0	341208
P61326	4116
E9PRA0	84000
Q7Z572	374955
O60783	63931
Q7L4E1	84895
Q9BXL5	55363
Q9NWF9	54476
Q7Z5L4	219938
B7Z676	133308
O95633	10272
Q6NVU6	402682
Q9H1C4	81622
P21217	2525
Q92585	9794
F5H2N6	57691
Q14197	3396
P52740	7691
Q8IXH6	58476
H3BN52	79650
Q12800	7024
Q5TH74	90529
Q13601	11103
Q9BXK1	83855
Q7Z624	79823
Q8N4L1	256472
Q5VTA0	391004
Q8NBR0	90313
Q8NEJ9	25983
Q0VDD8	127602
Q0VD77	339366
Q58EX2	54549
Q86Y79	138428
Q96JH7	80124
A0A0A0MSS8	8644
Q8NFX7	29091
Q8TF62	79895
A6NMD0	402778
A0A0C4DFY4	199704
Q8N567	84240
Q9H813	55248
Q7L0J3	9900
Q5VSL9	85369
H3BNW8	79905
Q8N3T6	92293
Q6UVM3	343450
Q9Y3R5	9980
P35712	55553
Q13823	29889
P26436	56
Q9NRR4	29102
Q99674	10669
O95271	8658
Q2TAA5	440138
O60308	9731
Q96JK4	84439
Q9UFE4	339829
Q9NY43	343472
Q8WZ75	54538
P10071	2737
O95758	9991
Q9BR10	128497
Q9NUQ7	55325
Q6DN72	343413
Q13477	8174
Q7Z3Y8	342574
Q68D78	64581
Q5T3J3	55791
P01036	1472
Q8IYT1	149647
Q4G163	286151
Q6NUP7	57718
P10746	7390
P02671	2243
Q96ND0	125228
Q8IUI8	51379
Q14980	4926
Q96RK0	23152
Q96JL9	84449
Q6VUC0	339488
Q13507	7222
A6NFQ2	285966
Q674R7	285973
O00626	6367
P49590	23438
A6NE02	388419
Q96GX9	51074
Q8N999	91298
Q9BYD6	65008
Q9UI14	10567
Q6ZVE7	127845
P38567	6677
A0A0C4DFT5	65010
P29597	7297
Q6ZMZ3	161176
I3L1J3	84891
P57730	59082
Q6PF15	283212
Q8NHW6	150677
Q0D2J5	284390
Q2VIQ3	285643
Q5T2N8	219293
P60606	404217
P05013	3443
P58180	124538
Q9UII2	93974
Q8N2U9	80148
Q9Y450	10767
Q15596	10499
Q9Y2G0	22979
Q96MT7	55779
F5GZK1	2135
A8MQ03	375791
Q96C00	221504
P10619	5476
P43356	266740
P43356	4101
Q7Z3J3	285190
Q8TF32	170959
Q9BR77	84318
Q8NES8	245937
Q49AM1	80298
Q9NSB2	3890
P54315	5407
Q9UFD9	85376
O95365	51341
Q96S37	116085
P16403	3006
Q8N6Y0	83878
Q96PM9	25946
Q8TCF1	79752
A6NC51	284417
Q8WVJ2	134492
A0A087X0H9	64062
Q15417	1266
Q6B0K9	3042
P62341	51714
Q9NY93	54606
B3VCF4	1124
Q5JNZ3	282890
D6RAH7	7323
Q9UHA7	27179
Q16401	5711
Q96Q05	83696
Q86YD5	143458
Q12931	10131
P31151	6278
Q75QN2	55656
O15144	10109
P62913	6135
Q5VTR2	56254
P07320	1421
Q9H4A5	55204
P51854	8277
P13489	6050
Q8NHR9	375189
Q9Y256	9986
Q9Y606	80324
Q96L03	128153
Q9H091	84225
O95411	9220
Q8TAK5	126626
Q8WZ73	117584
O14734	10005
O43150	8853
P55773	6368
Q9UK41	51160
P20648	495
O75937	22826
Q8NHS3	256471
Q9H210	120776
Q9H040	83932
Q00889	5675
O00329	5293
A6NJ46	157848
Q6PJQ5	139628
H3BS19	84627
Q86XE0	254122
P20226	6908
Q5JWR5	23033
O75845	6309
Q9H159	28513
Q96NA2	83547
P49862	5650
A0A0C4DG42	80778
Q9HBG6	55764
Q13618	8452
Q9NX02	55655
Q8N688	245936
Q9BYE0	84667
A0A0C4DGU3	81502
Q5TZF3	339416
Q9NPL8	51300
Q9Y5F3	29930
Q96Q89	9585
O76021	26156
O14715	727851
Q9NQS5	53831
Q8TEJ3	344558
Q96RD2	255725
Q8NCV1	161931
Q96SU4	114883
O43555	2797
Q8IXW5	79871
Q9UBE0	10055
Q86UP6	50624
Q86SG3	57135
Q9H1N7	51000
Q99218	266
Q8IYB1	151963
Q7Z6A9	151888
A4D1S5	401409
Q9NRD1	26270
Q9NQN1	56656
E9PB61	10189
Q8NHH1	158135
O75063	9917
Q16099	2900
Q8N0V3	79863
Q8WW43	83464
P01889	3106
E9PK59	57410
B4DWG0	1102
A6NGB0	645426
Q86TN4	83707
Q2LD37	84162
O76094	6731
Q6ZNJ1	23218
Q8NHY3	246176
P83859	347148
O95136	9294
O75603	9247
Q8NE01	26505
Q13113	10158
P43363	4109
O95166	11337
Q8NG76	391195
O14669	5639
Q3LI59	337978
O43508	407977
O43508	8742
A5PLL7	387521
A5PLL7	387522
Q9UJ96	26251
O94900	9760
Q3B726	221830
Q8NE22	133383
A0A087WYJ0	3782
Q8NCW5	128240
Q8IUH8	162540
E9PAR0	51303
Q2TAP0	401647
A0A087X0S3	388021
Q7Z6L0	112476
B7Z6K7	730051
Q5FVE4	81616
Q9UHR6	741
Q9GZQ3	28991
Q9Y2L5	22878
O14709	10168
Q7L9L4	92597
Q9H098	83641
Q96GC9	81671
Q71QC5	55422
Q9NPG3	29855
A5D8T8	348174
O95886	58512
K7EL21	828
Q5JVG2	83744
Q9BX10	54676
Q9UMX6	2979
Q9BY27	85359
Q5T749	448834
A8MTJ3	346562
Q15319	5459
Q9UJJ9	84572
P59510	80070
Q9H4A4	6051
Q8N7C4	221468
Q14C87	121256
Q9Y2S2	51084
Q15619	26188
P43005	6505
Q969S8	83933
Q9BRR3	84302
J3QR07	91746
Q15075	8411
Q9NR20	8798
Q9NWS1	55010
Q13151	10949
Q8TCE9	56891
E9PIM0	58487
Q96A84	129080
Q9UH62	51566
A4D0S4	22798
Q8TF46	115752
Q6NXT6	202018
Q9UKQ9	284366
Q9C0J1	79369
Q86WC6	116729
Q8IYK4	23127
Q5TA81	353140
Q8ND61	84077
Q9H0C5	53339
B4DSN5	5770
Q6P9G9	203523
Q9NSC7	55808
Q9BZA7	27328
Q9UHD0	29949
P48165	2703
Q9H1K0	64145
Q9ULI4	26153
Q6ZMU5	493829
A0A0A0MRJ5	7139
A2RRL7	155006
Q8NAX2	126695
Q8WYA6	56259
Q14689	23181
A0A087WYM5	9786
Q96AJ1	23059
Q8NH92	219959
Q9UHP3	29761
Q96LW7	84270
Q7Z2X4	55022
Q99442	7095
O95863	6615
Q92730	27289
Q86Y26	256646
Q8WY54	22843
Q96NR8	145226
O00193	10944
B8ZZJ6	94097
Q9NR77	5827
P07316	1419
Q9HAC7	79783
Q8IYW5	165918
Q8WXX7	26053
Q15620	26493
Q53QW1	165100
Q8N9E0	286499
Q8WXG9	84059
Q7Z4N8	283208
Q9UBC0	3175
A6NLX3	388333
Q9NZC3	51573
Q96PS8	89872
Q8N8Q1	284613
Q6IQ55	146057
B4E128	162394
P57738	6988
P0C7M8	154790
P47898	3361
Q66K79	8532
Q8TBM8	79982
P20671	3013
Q96EK4	57215
Q6UX34	389084
Q02643	2692
Q99593	6910
Q9BYQ9	728224
P17509	3216
Q02928	1579
Q96QV6	221613
A0A087WVN2	203328
Q9UJQ4	57167
Q96M94	80311
P16402	3007
Q9ULZ0	102723655
Q9ULZ0	102723713
Q9ULZ0	102724101
Q9ULZ0	102724127
Q9ULZ0	24150
Q9ULZ0	653550
Q9ULZ0	729264
Q9ULZ0	729355
A0A087WXK4	151556
Q9Y6K0	10390
Q6S9Z5	133923
O43927	10563
Q8NEV4	53904
Q9NW07	140467
O15551	1365
Q2NKJ3	80169
Q9H0G5	84081
P35325	6701
O60422	390874
Q676U5	55054
P17035	7576
Q5TGI0	84553
Q9NRM1	10117
Q9H7X0	79903
Q9BWH6	26015
Q6PF18	283385
P16383	6936
Q8IYH5	26009
Q9UK76	51155
A0A0A0MR46	375316
Q96FA7	113763
Q9NYW0	50839
Q9Y5U9	51124
Q92628	9778
Q9Y678	22820
Q9H7J1	90673
O75145	8541
O00559	9166
A6NFI3	100131017
O95867	80740
O43414	79033
Q9HC97	2859
B4DY09	3608
Q8N8R5	205327
Q9UKS6	29763
Q9H902	65055
C9JN71	729747
Q504Q3	9924
Q8TD19	91754
Q14584	10781
A0A0B4J1S6	3805
Q96A04	128229
Q9BRJ9	55897
Q70Z53	118924
Q96SY0	81556
Q13404	387522
Q13404	7335
Q9BRT2	84300
Q6PIZ9	50852
Q99954	26952
Q9Y2Q5	28956
Q9BZY9	11074
Q14207	4863
Q8NH69	390148
Q96PP8	115362
A6NF34	195977
Q9UN71	8641
P31146	11151
Q15699	8092
Q9BTX1	55706
P98169	158586
Q8N7B9	146779
Q5T6F0	25853
P53992	9632
O75752	8706
Q2VY69	342909
Q15038	9802
Q6U736	221391
Q9UK05	2658
Q6P597	147700
A0PJK1	125206
Q9UBB6	23154
Q3C1V8	390259
Q5VZ18	126669
Q92878	10111
Q155Q3	85458
Q6PI26	55164
Q9BZE3	56751
Q96EL2	64951
Q5H9F3	63035
Q5VZ03	158046
P32245	4160
Q8NFZ4	57555
A0A087WSW2	7594
Q5T280	51490
Q8IYT2	55783
Q8NDZ2	375484
Q9NZH8	56300
J3KRQ7	26151
O75132	9889
A0PJW6	79064
Q8NEY3	132851
Q7Z3Z2	343035
Q9NRC6	51332
A4IF30	341880
P22891	8858
O14562	56061
A0A0C4DH12	55565
Q16557	5671
P31323	5577
Q7Z3H0	341405
P35348	148
H0Y494	23387
P47804	5995
Q8N884	115004
Q96CM4	115861
Q9BY07	57835
A8MZF9	1819
Q16655	2315
M0QYM9	2323
Q8IY95	201931
Q13316	1758
Q17RW3	285267
Q5TBB1	79621
P22090	6192
Q96JN0	84458
O75751	6581
Q9Y664	11133
Q06732	7582
Q8N972	163051
Q8WV60	79810
O95838	9340
Q9H5V8	64866
Q9BXS1	91734
Q5SZD4	389396
Q4V328	56850
Q96LX8	146434
P0DJD1	729857
Q9H788	63898
Q9NZQ8	29850
O75426	26261
Q86Y46	319101
Q6HA08	431705
H3BQB0	60490
Q9Y5G0	56101
Q8N448	222484
P62318	6634
Q96G74	55593
Q9BZZ2	6614
Q8NGH3	120775
Q9P0L0	9218
Q14320	9130
P35499	6329
Q96N66	79143
Q96IK5	64395
E1CKY7	4660
Q9Y3T6	203069
Q8WUD4	151903
Q15036	9784
Q9P2R3	51479
P09769	2268
Q13686	8846
Q8N9B8	221002
Q15723	1998
Q6P1K2	100527963
Q6P1K2	11243
Q9UBC7	85569
B5BNW5	10242
Q96K80	84872
O95741	9362
Q9NZ01	9524
P22001	3738
Q9P127	51213
O60911	1515
P47874	4975
Q8N443	158787
Q96M86	144132
Q8ND90	9240
Q7RTS1	168620
Q96EM0	112849
A0A0A0MQW6	81794
Q2Y0W8	9498
O00506	10494
E9PL79	89790
P35243	5957
Q17RC7	91828
Q96Q40	65061
Q9BQI5	84251
O60522	221400
Q8TBF5	54965
Q03701	10153
O60602	7100
Q9H9R9	79007
Q6UXB4	339390
Q96EX3	89891
Q86UD4	79673
P53801	754
O94854	643314
Q9GZP7	57191
B0QY95	54471
P0DKB5	100507050
O75427	4034
Q9UNT1	11158
Q504T8	90007
O60479	1747
Q7Z419	255488
Q8IWA6	160777
A0A075B6T9	10795
Q8WWZ3	128178
Q6ZN55	64763
Q9UQ49	10825
Q14526	3090
A6NCI4	146177
Q86U38	161424
Q9H9V4	79845
Q5SY16	79707
Q9HAS0	64149
Q6ZWE6	389072
Q9Y3A3	25843
Q96EH5	116832
Q08188	7053
A0A0A0MQZ0	9437
Q2MJR0	399473
B3KV06	79148
Q9H0U9	7259
Q86UU5	199720
Q92806	3765
Q96HA1	9883
Q92625	23294
A0A087X0K8	440435
Q8NCN5	55066
A0A0C4DGQ4	126204
Q9NXT0	54807
Q9C0A1	85446
Q13231	1118
Q15697	7727
P53674	1414
O60477	1620
Q9UQF0	30816
P53990	9798
Q15056	7458
A0A0A0MS56	130
H3BM14	51667
Q9BYG8	56169
Q12789	2975
Q9H063	84232
Q8TAD8	79753
Q15572	9013
P53582	23173
P22792	1370
O95170	374286
Q9H0X4	83986
P49916	3980
Q6IN84	79922
P12109	1291
Q12901	7711
B4DS77	729993
G5E962	4110
Q9UEE5	9263
Q8NGV6	79295
Q8WU17	11236
Q70EL1	159195
Q6P0N0	55320
Q9H814	51808
Q9P2D3	54497
Q8TDR2	140901
Q5JVG8	440515
Q8IUX4	200316
P0C862	338872
A6NCQ9	643904
P03897	4537
P52429	8526
P62955	59284
Q03828	344191
P20023	1380
Q7Z6Z7	10075
Q9BTU6	55361
Q16695	8290
Q86V15	54897
Q9H9B1	79813
J3KMZ7	57508
Q96NT1	266812
Q6IF63	120787
P42568	4300
Q9H8G2	79886
P43630	3812
B5ME19	728689
Q86Z02	204851
Q6P2D8	143570
O43908	8302
E7EQG5	222256
P12271	6017
Q9P2N7	90293
P02749	350
Q86Y25	30832
Q8NFC6	259282
Q96ST2	55677
P01567	3444
P57764	79792
O15069	23148
D6RAX7	51138
Q53RE8	51239
Q8N2Y8	9853
O60829	9506
P50053	3795
Q8IWF2	80020
A0A087WT42	29988
Q9Y6R6	163131
Q9Y6W5	10163
O00602	2219
Q9NXP7	54826
P09683	6343
O60256	5636
Q9Y5F0	56123
Q9NYN1	51285
A2RTY3	256957
Q13671	9610
P01148	2796
Q05481	7644
